source_account_number,destination_account_number,amount_before_transaction,amount_debited,transaction_time,amount_after_transaction,company_name,company_website,risk_score_dest,is_fraud
1014,1013,4300.598645,207.3685809,3/7/2022,4093.230064,Company_1013,www.company1013.com,0,0
1096,1047,2442.776914,388.7954287,3/17/2022,2053.981485,Company_1047,www.company1047.com,0,0
1022,1096,7135.113403,238.6412761,2/24/2022,6896.472127,Company_1096,www.company1096.com,0,0
1063,1010,3631.521374,215.8853651,1/30/2022,3415.636009,Company_1010,www.company1010.com,2,1
1038,1058,1797.31782,270.8908155,1/21/2022,1526.427004,Company_1058,www.company1058.com,2,1
1063,1026,8138.27102,190.3046077,3/26/2022,7947.966412,Company_1026,www.company1026.com,0,0
1082,1024,1550.720333,137.4750116,2/6/2022,1413.245322,Company_1024,www.company1024.com,2,1
1080,1025,3691.128945,112.9345514,1/18/2022,3578.194393,Company_1025,www.company1025.com,0,0
1025,1034,3471.603118,363.22639,1/27/2022,3108.376728,Company_1034,www.company1034.com,0,0
1029,1002,4515.175309,395.1793216,1/13/2022,4119.995987,Company_1002,www.company1002.com,0,0
1013,1088,8842.178203,330.049721,2/15/2022,8512.128482,Company_1088,www.company1088.com,1,1
1039,1008,7734.650929,325.6812805,4/9/2022,7408.969648,Company_1008,www.company1008.com,2,1
1002,1061,5282.742218,419.3284473,2/15/2022,4863.413771,Company_1061,www.company1061.com,3,1
1068,1075,7439.260088,458.2767996,1/11/2022,6980.983288,Company_1075,www.company1075.com,0,0
1063,1099,5495.757117,361.8068,3/24/2022,5133.950317,Company_1099,www.company1099.com,0,0
1086,1079,7967.177339,314.7326182,4/7/2022,7652.444721,Company_1079,www.company1079.com,0,0
1051,1082,4612.862919,101.1248667,1/23/2022,4511.738052,Company_1082,www.company1082.com,0,0
1063,1074,7680.881612,283.3254053,1/4/2022,7397.556207,Company_1074,www.company1074.com,0,0
1007,1018,1255.21502,192.5706954,1/16/2022,1062.644324,Company_1018,www.company1018.com,1,1
1022,1011,4618.272835,200.326705,2/17/2022,4417.94613,Company_1011,www.company1011.com,0,0
1074,1037,8150.440821,466.7887208,1/23/2022,7683.6521,Company_1037,www.company1037.com,3,1
1041,1077,3197.38912,342.138474,3/16/2022,2855.250646,Company_1077,www.company1077.com,0,0
1065,1015,9451.301524,134.8923909,2/9/2022,9316.409134,Company_1015,www.company1015.com,2,1
1047,1009,6116.775502,256.2647083,1/4/2022,5860.510794,Company_1009,www.company1009.com,1,1
1081,1066,9171.056476,125.5999125,3/15/2022,9045.456564,Company_1066,www.company1066.com,0,0
1022,1037,7906.313789,118.4752826,1/21/2022,7787.838507,Company_1037,www.company1037.com,3,1
1014,1099,6678.19085,305.7959362,3/26/2022,6372.394914,Company_1099,www.company1099.com,0,0
1055,1019,1000.971833,229.0459582,3/4/2022,771.925875,Company_1019,www.company1019.com,0,0
1039,1075,7597.908798,282.2762442,4/2/2022,7315.632554,Company_1075,www.company1075.com,0,0
1002,1046,4640.439542,455.6470289,2/7/2022,4184.792513,Company_1046,www.company1046.com,1,1
1033,1052,2369.234683,416.5576379,1/22/2022,1952.677045,Company_1052,www.company1052.com,0,0
1085,1074,7105.526065,140.0548474,3/5/2022,6965.471218,Company_1074,www.company1074.com,0,0
1066,1006,4240.111351,219.5158761,2/18/2022,4020.595475,Company_1006,www.company1006.com,0,0
1087,1038,5515.871825,197.947294,2/22/2022,5317.924531,Company_1038,www.company1038.com,0,0
1033,1075,7150.979545,496.8896388,1/4/2022,6654.089906,Company_1075,www.company1075.com,0,0
1094,1008,7747.320991,438.4287588,2/9/2022,7308.892232,Company_1008,www.company1008.com,2,1
1094,1036,6948.870259,248.1612931,2/22/2022,6700.708966,Company_1036,www.company1036.com,1,1
1055,1089,2748.699944,208.6807844,4/3/2022,2540.019159,Company_1089,www.company1089.com,0,0
1093,1013,4923.553974,329.9420232,1/8/2022,4593.611951,Company_1013,www.company1013.com,0,0
1061,1052,4380.16713,285.2158138,1/7/2022,4094.951317,Company_1052,www.company1052.com,0,0
1038,1083,4479.296311,411.966274,1/19/2022,4067.330037,Company_1083,www.company1083.com,0,0
1096,1049,5874.383266,281.6951336,1/20/2022,5592.688133,Company_1049,www.company1049.com,1,1
1007,1087,4259.965239,415.7096515,2/4/2022,3844.255588,Company_1087,www.company1087.com,1,1
1093,1082,1627.174557,440.1828048,2/28/2022,1186.991752,Company_1082,www.company1082.com,0,0
1080,1077,3656.175424,429.6884171,2/10/2022,3226.487007,Company_1077,www.company1077.com,0,0
1080,1060,9287.913576,202.2725331,2/27/2022,9085.641043,Company_1060,www.company1060.com,0,0
1043,1091,2629.036085,235.0300033,2/4/2022,2394.006082,Company_1091,www.company1091.com,0,0
1035,1028,4994.087735,455.2229324,3/16/2022,4538.864803,Company_1028,www.company1028.com,0,0
1085,1080,7598.128624,453.4764843,2/22/2022,7144.652139,Company_1080,www.company1080.com,0,0
1052,1073,8782.183353,180.4510059,2/24/2022,8601.732347,Company_1073,www.company1073.com,0,0
1057,1012,9633.175574,447.7910739,1/14/2022,9185.3845,Company_1012,www.company1012.com,0,0
1094,1035,2944.786241,239.3349717,2/1/2022,2705.451269,Company_1035,www.company1035.com,3,1
1018,1066,5896.186038,437.5379471,2/28/2022,5458.648091,Company_1066,www.company1066.com,0,0
1049,1007,1557.149513,368.5277398,1/13/2022,1188.621773,Company_1007,www.company1007.com,0,0
1023,1057,8984.049046,296.024807,2/24/2022,8688.024239,Company_1057,www.company1057.com,0,0
1026,1026,1620.611816,350.0415445,4/7/2022,1270.570271,Company_1026,www.company1026.com,0,0
1099,1061,2035.858645,426.619691,3/1/2022,1609.238954,Company_1061,www.company1061.com,3,1
1078,1065,7490.866958,220.143593,3/22/2022,7270.723365,Company_1065,www.company1065.com,0,0
1021,1068,6287.917175,427.4066263,3/14/2022,5860.510549,Company_1068,www.company1068.com,0,0
1047,1012,5724.14787,171.5975574,1/4/2022,5552.550313,Company_1012,www.company1012.com,0,0
1072,1047,7263.169266,216.157699,4/10/2022,7047.011567,Company_1047,www.company1047.com,0,0
1066,1073,6719.34232,108.1207935,3/3/2022,6611.221526,Company_1073,www.company1073.com,0,0
1037,1016,8402.283437,415.26874,2/16/2022,7987.014697,Company_1016,www.company1016.com,0,0
1011,1047,4808.953102,123.0232111,1/22/2022,4685.929891,Company_1047,www.company1047.com,0,0
1007,1041,4593.532563,483.9308973,3/4/2022,4109.601666,Company_1041,www.company1041.com,2,1
1059,1097,4757.099598,174.7097608,1/10/2022,4582.389837,Company_1097,www.company1097.com,0,0
1028,1035,3065.399016,249.7449268,3/11/2022,2815.65409,Company_1035,www.company1035.com,3,1
1080,1021,9140.474709,329.0329467,2/21/2022,8811.441763,Company_1021,www.company1021.com,1,1
1042,1038,3178.940153,395.2893091,3/24/2022,2783.650844,Company_1038,www.company1038.com,0,0
1072,1065,3130.453115,496.5186864,3/20/2022,2633.934429,Company_1065,www.company1065.com,0,0
1058,1029,4799.107713,207.7970567,1/25/2022,4591.310656,Company_1029,www.company1029.com,0,0
1074,1010,2670.352706,251.1904661,1/9/2022,2419.16224,Company_1010,www.company1010.com,2,1
1022,1051,8706.620848,333.298591,3/15/2022,8373.322257,Company_1051,www.company1051.com,0,0
1044,1084,1250.862152,438.7596403,1/29/2022,812.1025112,Company_1084,www.company1084.com,1,1
1037,1016,2920.142502,461.2286555,4/10/2022,2458.913846,Company_1016,www.company1016.com,0,0
1070,1007,9416.746715,348.4096745,4/2/2022,9068.337041,Company_1007,www.company1007.com,0,0
1054,1033,3912.239935,345.6420909,2/16/2022,3566.597844,Company_1033,www.company1033.com,2,1
1052,1082,9003.482607,132.2110543,3/22/2022,8871.271552,Company_1082,www.company1082.com,0,0
1060,1005,3886.670903,143.3860564,1/30/2022,3743.284847,Company_1005,www.company1005.com,2,1
1018,1034,6228.169123,363.1740389,2/27/2022,5864.995084,Company_1034,www.company1034.com,0,0
1062,1039,3120.830605,198.7238232,4/2/2022,2922.106782,Company_1039,www.company1039.com,0,0
1031,1074,4131.419258,191.7251494,1/6/2022,3939.694108,Company_1074,www.company1074.com,0,0
1063,1033,7946.158303,277.824349,1/23/2022,7668.333954,Company_1033,www.company1033.com,2,1
1098,1038,2837.584899,245.2833441,1/19/2022,2592.301555,Company_1038,www.company1038.com,0,0
1072,1084,7964.799248,429.7572418,2/22/2022,7535.042006,Company_1084,www.company1084.com,1,1
1009,1091,9807.123118,406.21528,3/27/2022,9400.907838,Company_1091,www.company1091.com,0,0
1055,1052,7671.149622,100.9573861,3/1/2022,7570.192236,Company_1052,www.company1052.com,0,0
1099,1042,4073.81414,422.6264106,3/18/2022,3651.18773,Company_1042,www.company1042.com,4,1
1034,1058,9101.704633,304.8441607,1/11/2022,8796.860473,Company_1058,www.company1058.com,2,1
1020,1073,2774.047834,205.0823167,4/8/2022,2568.965517,Company_1073,www.company1073.com,0,0
1014,1082,5925.374991,365.4207863,2/13/2022,5559.954204,Company_1082,www.company1082.com,0,0
1074,1003,6174.407935,350.4783454,1/12/2022,5823.92959,Company_1003,www.company1003.com,1,1
1089,1007,3610.863878,447.4323233,4/7/2022,3163.431555,Company_1007,www.company1007.com,0,0
1007,1003,3516.336664,144.8833949,2/8/2022,3371.453269,Company_1003,www.company1003.com,1,1
1003,1075,8878.655898,282.3248423,3/12/2022,8596.331055,Company_1075,www.company1075.com,0,0
1066,1020,1183.748217,198.8555653,3/31/2022,984.8926518,Company_1020,www.company1020.com,1,1
1083,1068,8387.800746,237.6039074,1/11/2022,8150.196838,Company_1068,www.company1068.com,0,0
1060,1021,4700.26551,179.8015293,1/3/2022,4520.46398,Company_1021,www.company1021.com,1,1
1005,1096,3331.286592,172.7752984,3/5/2022,3158.511293,Company_1096,www.company1096.com,0,0
1099,1052,3499.752471,458.3869846,3/4/2022,3041.365486,Company_1052,www.company1052.com,0,0
1026,1074,7069.130789,182.0870851,2/13/2022,6887.043704,Company_1074,www.company1074.com,0,0
1001,1068,2995.557945,211.438152,2/16/2022,2784.119793,Company_1068,www.company1068.com,0,0
1092,1010,7755.124712,108.3988644,1/23/2022,7646.725847,Company_1010,www.company1010.com,2,1
1072,1072,2149.662323,128.1467701,1/24/2022,2021.515553,Company_1072,www.company1072.com,0,0
1080,1082,9021.315979,443.9335739,2/18/2022,8577.382405,Company_1082,www.company1082.com,0,0
1068,1021,5710.429496,496.801838,2/2/2022,5213.627658,Company_1021,www.company1021.com,1,1
1051,1030,5494.333477,392.3052454,2/8/2022,5102.028231,Company_1030,www.company1030.com,2,1
1029,1070,7261.115974,129.2168844,4/8/2022,7131.89909,Company_1070,www.company1070.com,2,1
1083,1067,9565.301166,157.4893148,3/11/2022,9407.811851,Company_1067,www.company1067.com,1,1
1046,1072,4620.196524,380.8461355,1/2/2022,4239.350389,Company_1072,www.company1072.com,0,0
1041,1016,7978.016887,210.581192,4/1/2022,7767.435695,Company_1016,www.company1016.com,0,0
1013,1100,1361.678834,267.8787653,1/23/2022,1093.800069,Company_1100,www.company1100.com,0,0
1012,1034,1828.622359,128.4759215,2/16/2022,1700.146438,Company_1034,www.company1034.com,0,0
1086,1094,1339.320923,151.5040779,3/18/2022,1187.816845,Company_1094,www.company1094.com,0,0
1054,1017,4464.066497,374.2035961,1/6/2022,4089.8629,Company_1017,www.company1017.com,1,1
1016,1075,6831.679943,199.2476429,2/15/2022,6632.4323,Company_1075,www.company1075.com,0,0
1087,1081,2316.280555,432.8893082,2/15/2022,1883.391247,Company_1081,www.company1081.com,0,0
1046,1011,1364.477883,413.6207348,1/2/2022,950.8571484,Company_1011,www.company1011.com,0,0
1072,1025,7360.297121,214.2700023,1/19/2022,7146.027119,Company_1025,www.company1025.com,0,0
1070,1050,7527.169728,436.5351675,2/24/2022,7090.634561,Company_1050,www.company1050.com,0,0
1067,1075,9360.083414,257.2153791,3/9/2022,9102.868035,Company_1075,www.company1075.com,0,0
1068,1017,1715.469316,324.1194594,1/26/2022,1391.349857,Company_1017,www.company1017.com,1,1
1047,1025,2621.997387,315.3044807,1/30/2022,2306.692906,Company_1025,www.company1025.com,0,0
1097,1069,8629.144932,447.1301508,4/9/2022,8182.014781,Company_1069,www.company1069.com,3,1
1002,1002,8654.995229,378.3573228,3/8/2022,8276.637907,Company_1002,www.company1002.com,0,0
1069,1013,3207.6067,221.995443,4/7/2022,2985.611257,Company_1013,www.company1013.com,0,0
1030,1096,6760.695067,382.8688348,1/8/2022,6377.826232,Company_1096,www.company1096.com,0,0
1044,1034,3594.231508,306.7096025,3/28/2022,3287.521905,Company_1034,www.company1034.com,0,0
1039,1014,5682.677246,409.899908,3/9/2022,5272.777338,Company_1014,www.company1014.com,2,1
1057,1048,8434.457258,133.8081916,2/5/2022,8300.649067,Company_1048,www.company1048.com,2,1
1086,1060,8390.241184,345.9035523,2/8/2022,8044.337632,Company_1060,www.company1060.com,0,0
1020,1077,7855.025729,337.9653332,3/20/2022,7517.060396,Company_1077,www.company1077.com,0,0
1052,1038,2865.430229,389.7293947,3/16/2022,2475.700834,Company_1038,www.company1038.com,0,0
1045,1066,5998.693345,313.3736818,3/4/2022,5685.319663,Company_1066,www.company1066.com,0,0
1054,1076,5214.718681,339.319413,3/2/2022,4875.399268,Company_1076,www.company1076.com,4,1
1007,1043,3035.316097,448.2223762,1/6/2022,2587.093721,Company_1043,www.company1043.com,1,1
1017,1054,9313.63126,378.6908613,3/24/2022,8934.940399,Company_1054,www.company1054.com,0,0
1013,1016,6435.218781,222.8002256,2/14/2022,6212.418555,Company_1016,www.company1016.com,0,0
1006,1019,9619.050754,450.8437303,1/28/2022,9168.207024,Company_1019,www.company1019.com,0,0
1035,1019,9235.905426,139.47925,2/11/2022,9096.426176,Company_1019,www.company1019.com,0,0
1025,1047,5155.694091,322.9293569,2/24/2022,4832.764734,Company_1047,www.company1047.com,0,0
1057,1091,5119.090097,304.6044064,3/22/2022,4814.485691,Company_1091,www.company1091.com,0,0
1015,1013,5844.489043,393.1917726,1/6/2022,5451.29727,Company_1013,www.company1013.com,0,0
1048,1092,9259.325269,468.6328635,2/4/2022,8790.692406,Company_1092,www.company1092.com,0,0
1010,1097,3003.30867,274.4495239,4/8/2022,2728.859146,Company_1097,www.company1097.com,0,0
1028,1050,9270.394109,406.2336782,2/2/2022,8864.16043,Company_1050,www.company1050.com,0,0
1097,1074,4123.230618,313.6252926,2/8/2022,3809.605325,Company_1074,www.company1074.com,0,0
1011,1049,2526.583451,224.4764272,1/28/2022,2302.107024,Company_1049,www.company1049.com,1,1
1094,1057,5419.971254,465.6622268,1/10/2022,4954.309027,Company_1057,www.company1057.com,0,0
1085,1080,7532.461103,425.9534059,3/19/2022,7106.507697,Company_1080,www.company1080.com,0,0
1012,1087,3462.561735,122.8144938,2/19/2022,3339.747241,Company_1087,www.company1087.com,1,1
1014,1050,5899.211775,168.0101042,3/10/2022,5731.201671,Company_1050,www.company1050.com,0,0
1044,1044,8475.358895,133.8170893,4/9/2022,8341.541805,Company_1044,www.company1044.com,0,0
1068,1083,6971.587214,484.7045916,1/16/2022,6486.882623,Company_1083,www.company1083.com,0,0
1099,1096,4337.877756,315.3637905,3/5/2022,4022.513966,Company_1096,www.company1096.com,0,0
1060,1048,5881.498815,393.6530341,1/13/2022,5487.845781,Company_1048,www.company1048.com,2,1
1059,1007,5872.780711,253.0712171,2/26/2022,5619.709494,Company_1007,www.company1007.com,0,0
1074,1019,6039.23836,290.4192331,4/8/2022,5748.819126,Company_1019,www.company1019.com,0,0
1010,1002,6392.490409,235.6916537,1/7/2022,6156.798755,Company_1002,www.company1002.com,0,0
1098,1022,4001.399842,499.3501018,2/8/2022,3502.049741,Company_1022,www.company1022.com,0,0
1092,1014,5473.710957,287.6887376,1/22/2022,5186.02222,Company_1014,www.company1014.com,2,1
1090,1074,9612.980799,342.4782101,3/13/2022,9270.502589,Company_1074,www.company1074.com,0,0
1090,1006,5022.333497,122.4218808,2/1/2022,4899.911617,Company_1006,www.company1006.com,0,0
1029,1013,1789.168496,210.233849,2/22/2022,1578.934647,Company_1013,www.company1013.com,0,0
1092,1017,6244.046807,138.8006524,4/4/2022,6105.246155,Company_1017,www.company1017.com,1,1
1080,1026,8766.983602,458.5346208,1/28/2022,8308.448981,Company_1026,www.company1026.com,0,0
1034,1079,2912.529443,268.2055659,3/6/2022,2644.323877,Company_1079,www.company1079.com,0,0
1015,1016,1629.362812,210.2215782,3/31/2022,1419.141234,Company_1016,www.company1016.com,0,0
1090,1065,7158.168077,214.9101958,3/23/2022,6943.257881,Company_1065,www.company1065.com,0,0
1051,1072,1156.825722,354.839139,3/19/2022,801.9865831,Company_1072,www.company1072.com,0,0
1052,1072,5685.190527,275.1203242,3/1/2022,5410.070203,Company_1072,www.company1072.com,0,0
1097,1022,1233.63265,358.033469,1/24/2022,875.5991811,Company_1022,www.company1022.com,0,0
1095,1073,5885.053539,376.758449,3/25/2022,5508.29509,Company_1073,www.company1073.com,0,0
1100,1100,1280.009322,427.3371007,3/13/2022,852.672221,Company_1100,www.company1100.com,0,0
1043,1007,4567.168959,307.6245003,3/7/2022,4259.544459,Company_1007,www.company1007.com,0,0
1020,1100,4621.841129,104.5389683,1/20/2022,4517.30216,Company_1100,www.company1100.com,0,0
1057,1002,5964.233336,404.792632,3/27/2022,5559.440704,Company_1002,www.company1002.com,0,0
1028,1009,6539.636812,424.7263446,1/1/2022,6114.910467,Company_1009,www.company1009.com,1,1
1057,1049,9625.478821,463.5300587,4/9/2022,9161.948763,Company_1049,www.company1049.com,1,1
1050,1087,1370.795897,298.0737876,4/4/2022,1072.722109,Company_1087,www.company1087.com,1,1
1019,1082,6835.497838,242.1925067,1/13/2022,6593.305331,Company_1082,www.company1082.com,0,0
1080,1068,7419.360176,240.7725035,3/11/2022,7178.587673,Company_1068,www.company1068.com,0,0
1080,1065,3155.095141,335.0282453,1/24/2022,2820.066895,Company_1065,www.company1065.com,0,0
1096,1087,8386.123752,332.3376185,1/6/2022,8053.786133,Company_1087,www.company1087.com,1,1
1044,1090,4101.402823,146.2354884,4/8/2022,3955.167334,Company_1090,www.company1090.com,2,1
1056,1100,8531.606662,394.8762191,3/18/2022,8136.730443,Company_1100,www.company1100.com,0,0
1053,1023,4057.46312,150.5445991,1/16/2022,3906.918521,Company_1023,www.company1023.com,1,1
1093,1060,7203.464025,421.9823522,1/1/2022,6781.481673,Company_1060,www.company1060.com,0,0
1016,1095,7725.050259,498.1409943,2/7/2022,7226.909264,Company_1095,www.company1095.com,1,1
1025,1049,4787.444895,436.8218858,3/3/2022,4350.623009,Company_1049,www.company1049.com,1,1
1031,1094,6636.235195,237.9121979,1/16/2022,6398.322997,Company_1094,www.company1094.com,0,0
1043,1038,2516.080839,284.8359264,2/28/2022,2231.244913,Company_1038,www.company1038.com,0,0
1033,1022,6151.415345,409.2463737,1/13/2022,5742.168972,Company_1022,www.company1022.com,0,0
1029,1055,6112.891214,400.0902533,2/4/2022,5712.80096,Company_1055,www.company1055.com,2,1
1026,1072,8331.007345,449.7045156,2/13/2022,7881.30283,Company_1072,www.company1072.com,0,0
1041,1007,8981.576881,142.41871,2/20/2022,8839.158171,Company_1007,www.company1007.com,0,0
1063,1016,4186.32863,366.6759177,2/25/2022,3819.652713,Company_1016,www.company1016.com,0,0
1028,1087,6626.109301,285.8967289,4/6/2022,6340.212573,Company_1087,www.company1087.com,1,1
1022,1014,4186.902925,170.7834285,2/25/2022,4016.119497,Company_1014,www.company1014.com,2,1
1082,1031,1641.457687,103.2730467,2/5/2022,1538.18464,Company_1031,www.company1031.com,1,1
1022,1016,5311.657149,169.4554233,4/8/2022,5142.201726,Company_1016,www.company1016.com,0,0
1021,1053,7042.70627,168.0616144,3/20/2022,6874.644656,Company_1053,www.company1053.com,0,0
1066,1011,8831.47721,340.5202546,1/10/2022,8490.956955,Company_1011,www.company1011.com,0,0
1035,1054,4304.746753,263.2108261,1/30/2022,4041.535927,Company_1054,www.company1054.com,0,0
1075,1100,2023.307086,277.4215843,4/5/2022,1745.885502,Company_1100,www.company1100.com,0,0
1052,1038,6116.578574,190.9215976,3/25/2022,5925.656976,Company_1038,www.company1038.com,0,0
1053,1044,2403.046069,393.6720684,1/22/2022,2009.374,Company_1044,www.company1044.com,0,0
1007,1001,1509.066911,200.3147403,3/22/2022,1308.75217,Company_1001,www.company1001.com,2,1
1076,1047,8508.110875,140.0725232,3/3/2022,8368.038352,Company_1047,www.company1047.com,0,0
1008,1080,8713.447422,231.1497707,2/24/2022,8482.297651,Company_1080,www.company1080.com,0,0
1092,1046,1364.825566,370.0728576,3/14/2022,994.7527085,Company_1046,www.company1046.com,1,1
1072,1045,2310.120648,155.7165562,2/20/2022,2154.404092,Company_1045,www.company1045.com,4,1
1038,1073,9751.334822,239.9594708,1/11/2022,9511.375351,Company_1073,www.company1073.com,0,0
1079,1041,7225.73097,243.5188295,1/4/2022,6982.212141,Company_1041,www.company1041.com,2,1
1052,1005,3148.652911,187.4820996,4/5/2022,2961.170811,Company_1005,www.company1005.com,2,1
1052,1040,6340.972445,333.0240464,3/6/2022,6007.948399,Company_1040,www.company1040.com,1,1
1093,1063,2436.178795,170.7675569,3/16/2022,2265.411238,Company_1063,www.company1063.com,0,0
1057,1035,1690.383412,282.7220803,4/5/2022,1407.661332,Company_1035,www.company1035.com,3,1
1079,1054,9419.787466,368.6001819,2/21/2022,9051.187285,Company_1054,www.company1054.com,0,0
1066,1012,9673.608308,120.0822706,4/6/2022,9553.526037,Company_1012,www.company1012.com,0,0
1019,1100,7658.84913,362.5132473,1/22/2022,7296.335883,Company_1100,www.company1100.com,0,0
1016,1078,1145.3531,111.8039889,1/1/2022,1033.549112,Company_1078,www.company1078.com,2,1
1002,1053,8356.015337,157.3947236,3/8/2022,8198.620613,Company_1053,www.company1053.com,0,0
1060,1048,5271.2461,375.4085244,3/30/2022,4895.837575,Company_1048,www.company1048.com,2,1
1031,1019,1257.789735,348.7648179,1/20/2022,909.0249172,Company_1019,www.company1019.com,0,0
1020,1002,4048.557964,335.4192827,2/16/2022,3713.138682,Company_1002,www.company1002.com,0,0
1002,1094,4349.167417,461.2740277,4/5/2022,3887.893389,Company_1094,www.company1094.com,0,0
1068,1096,9651.769284,213.3002219,3/16/2022,9438.469062,Company_1096,www.company1096.com,0,0
1057,1008,5102.716176,229.4466927,1/31/2022,4873.269483,Company_1008,www.company1008.com,2,1
1097,1020,1007.546358,480.1011014,1/25/2022,527.4452564,Company_1020,www.company1020.com,1,1
1061,1051,8191.279348,403.2168964,2/13/2022,7788.062452,Company_1051,www.company1051.com,0,0
1037,1065,9326.218065,104.345434,3/9/2022,9221.872631,Company_1065,www.company1065.com,0,0
1092,1065,8790.351536,453.3924774,1/30/2022,8336.959059,Company_1065,www.company1065.com,0,0
1039,1009,5835.368613,482.8662691,4/10/2022,5352.502344,Company_1009,www.company1009.com,1,1
1071,1054,5166.667112,296.6436609,2/25/2022,4870.023451,Company_1054,www.company1054.com,0,0
1016,1081,8027.86479,376.6867515,3/22/2022,7651.178039,Company_1081,www.company1081.com,0,0
1061,1099,6937.334638,344.588028,1/4/2022,6592.746609,Company_1099,www.company1099.com,0,0
1097,1059,6612.941041,319.5820345,1/5/2022,6293.359006,Company_1059,www.company1059.com,2,1
1057,1014,4377.394299,106.0349587,1/5/2022,4271.359341,Company_1014,www.company1014.com,2,1
1068,1022,9546.320902,471.0825992,1/12/2022,9075.238303,Company_1022,www.company1022.com,0,0
1074,1002,3408.220883,116.2414365,1/12/2022,3291.979447,Company_1002,www.company1002.com,0,0
1019,1085,9856.395879,205.1308661,2/15/2022,9651.265013,Company_1085,www.company1085.com,2,1
1012,1076,8474.179274,414.5267986,1/21/2022,8059.652475,Company_1076,www.company1076.com,4,1
1016,1025,5711.973926,487.0735409,3/11/2022,5224.900385,Company_1025,www.company1025.com,0,0
1089,1082,5711.038778,269.4046673,2/4/2022,5441.634111,Company_1082,www.company1082.com,0,0
1076,1039,4872.682156,230.4102374,2/22/2022,4642.271918,Company_1039,www.company1039.com,0,0
1019,1049,1405.59683,226.0508054,3/31/2022,1179.546025,Company_1049,www.company1049.com,1,1
