source_account_number,destination_account_number,amount_before_transaction,amount_debited,transaction_time,amount_after_transaction,company_name,company_website,risk_score_dest,is_fraud
1084,1010,5271.677881748325,342.31169978107613,2022-01-18,4929.366181967249,Company_1010,www.company1010.com,2,1
1030,1005,8597.534040722774,245.837491279016,2022-01-02,8351.696549443757,Company_1005,www.company1005.com,0,0
1062,1074,8251.031376550478,187.15702170199603,2022-01-08,8063.874354848482,Company_1074,www.company1074.com,2,1
1075,1097,6268.189279570769,495.21438646223675,2022-03-16,5772.974893108532,Company_1097,www.company1097.com,1,0
1092,1038,8814.441524619328,281.6006484784459,2022-04-07,8532.840876140881,Company_1038,www.company1038.com,0,0
1089,1013,2852.570890330914,375.30969431209485,2022-02-23,2477.261196018819,Company_1013,www.company1013.com,2,0
1062,1031,2007.276574579551,156.2211870313443,2022-02-07,1851.0553875482067,Company_1031,www.company1031.com,1,1
1097,1047,3427.7465036529065,294.2358798637591,2022-02-17,3133.5106237891473,Company_1047,www.company1047.com,0,0
1001,1100,1513.7817048038337,111.0146879477862,2022-01-27,1402.7670168560476,Company_1100,www.company1100.com,0,0
1027,1088,5780.525752009288,302.18204716418,2022-01-20,5478.343704845108,Company_1088,www.company1088.com,1,1
1062,1052,9429.451230654653,485.6069628470809,2022-01-12,8943.844267807572,Company_1052,www.company1052.com,2,1
1077,1056,1354.091866016587,253.6826851943201,2022-02-12,1100.4091808222668,Company_1056,www.company1056.com,3,0
1003,1015,2098.989226090241,115.59840502996464,2022-03-02,1983.3908210602765,Company_1015,www.company1015.com,0,0
1070,1029,5069.791254550917,112.38231636773742,2022-01-31,4957.40893818318,Company_1029,www.company1029.com,1,0
1072,1008,9404.875157751145,255.19470397874778,2022-04-01,9149.680453772397,Company_1008,www.company1008.com,3,1
1027,1005,3845.4049447907546,164.00997458527763,2022-04-06,3681.394970205477,Company_1005,www.company1005.com,0,0
1009,1029,5565.113278195532,109.34083853127436,2022-03-02,5455.772439664258,Company_1029,www.company1029.com,1,0
1062,1047,1374.155731453529,402.48544558007075,2022-03-15,971.6702858734582,Company_1047,www.company1047.com,0,0
1037,1068,2335.0888086587997,283.40920355275625,2022-03-08,2051.6796051060437,Company_1068,www.company1068.com,2,1
1097,1076,9879.671106629621,215.6979087890618,2022-04-01,9663.97319784056,Company_1076,www.company1076.com,2,0
1051,1045,9686.06826792441,460.0332732065923,2022-02-04,9226.034994717817,Company_1045,www.company1045.com,0,0
1044,1002,1044.4598284096865,146.45558408021026,2022-04-05,898.0042443294763,Company_1002,www.company1002.com,4,0
1024,1027,9566.30606880915,482.3675315821277,2022-01-15,9083.938537227023,Company_1027,www.company1027.com,0,0
1079,1095,6752.079440339503,225.58668695094113,2022-01-16,6526.492753388562,Company_1095,www.company1095.com,2,1
1059,1036,8811.2646506802,455.3614689234725,2022-01-13,8355.903181756727,Company_1036,www.company1036.com,2,1
1032,1036,5092.658700704732,341.1771505917846,2022-02-04,4751.481550112947,Company_1036,www.company1036.com,2,1
1096,1026,5640.364257213252,430.68294389659496,2022-03-16,5209.681313316657,Company_1026,www.company1026.com,2,1
1088,1043,5399.619222312282,493.6052652841857,2022-02-28,4906.013957028096,Company_1043,www.company1043.com,0,0
1052,1027,7001.778317914939,215.3621751274983,2022-01-21,6786.416142787441,Company_1027,www.company1027.com,0,0
1062,1069,2256.861292806816,484.4541941630372,2022-02-23,1772.4070986437787,Company_1069,www.company1069.com,0,0
1058,1020,1269.7623088541015,255.79275796096815,2022-03-16,1013.9695508931334,Company_1020,www.company1020.com,0,0
1052,1011,3771.3694743207184,254.20476189476892,2022-01-30,3517.1647124259493,Company_1011,www.company1011.com,0,0
1012,1074,7342.12686462982,236.15484170180227,2022-02-17,7105.972022928018,Company_1074,www.company1074.com,2,0
1039,1038,2816.6810691065352,316.56304293903406,2022-02-04,2500.1180261675013,Company_1038,www.company1038.com,0,0
1002,1006,7060.891899924256,161.65801727139484,2022-03-27,6899.233882652861,Company_1006,www.company1006.com,0,0
1003,1072,9729.208414965435,321.48459414320445,2022-02-07,9407.72382082223,Company_1072,www.company1072.com,0,0
1056,1023,1845.1064421047654,316.6819249640016,2022-01-31,1528.4245171407638,Company_1023,www.company1023.com,0,0
1081,1047,7053.419064026137,404.760725041948,2022-03-19,6648.658338984189,Company_1047,www.company1047.com,0,0
1059,1090,4993.75197374114,433.45998477503423,2022-01-24,4560.291988966106,Company_1090,www.company1090.com,0,0
1002,1046,8813.280289397548,276.1765401249696,2022-02-18,8537.103749272577,Company_1046,www.company1046.com,1,0
1002,1012,2594.348105026473,220.9332997405975,2022-04-06,2373.4148052858754,Company_1012,www.company1012.com,4,0
1092,1090,7233.63357003548,203.7339589268378,2022-04-10,7029.899611108643,Company_1090,www.company1090.com,0,0
1054,1013,8543.037606832992,177.84953468194877,2022-02-01,8365.188072151042,Company_1013,www.company1013.com,2,0
1087,1062,9501.52797526621,123.05903287960996,2022-02-24,9378.4689423866,Company_1062,www.company1062.com,0,0
1096,1082,7149.232254606813,236.97919153388534,2022-03-20,6912.253063072927,Company_1082,www.company1082.com,1,1
1097,1089,5474.572876075846,208.09907685231332,2022-02-27,5266.473799223532,Company_1089,www.company1089.com,3,0
1001,1097,6560.6251618109245,486.56695434656297,2022-04-09,6074.058207464362,Company_1097,www.company1097.com,1,1
1019,1060,8820.144860308465,323.08353050001756,2022-01-03,8497.061329808446,Company_1060,www.company1060.com,0,0
1002,1043,6135.487719749467,238.910815612203,2022-03-21,5896.576904137264,Company_1043,www.company1043.com,0,0
1053,1076,1273.4835372715318,332.18704039747837,2022-03-10,941.2964968740534,Company_1076,www.company1076.com,2,0
1044,1100,9378.5382595628,155.6786805382782,2022-03-26,9222.859579024522,Company_1100,www.company1100.com,0,0
1090,1068,7205.74075928405,277.61749968088117,2022-01-10,6928.123259603169,Company_1068,www.company1068.com,2,1
1032,1005,7088.620471995218,350.4937285684255,2022-03-24,6738.126743426793,Company_1005,www.company1005.com,0,0
1070,1037,2941.0763715794546,295.55913271698057,2022-01-25,2645.517238862474,Company_1037,www.company1037.com,0,0
1032,1072,6929.969232093915,260.7115202617297,2022-03-09,6669.257711832185,Company_1072,www.company1072.com,0,0
1068,1092,4544.779650887426,497.53935555987925,2022-03-02,4047.240295327547,Company_1092,www.company1092.com,2,0
1055,1031,6861.096793373429,452.1259048595708,2022-01-29,6408.970888513858,Company_1031,www.company1031.com,1,0
1075,1009,1959.3372727719166,349.36238326377605,2022-01-19,1609.9748895081404,Company_1009,www.company1009.com,1,0
1056,1051,6920.607741427324,327.7509444729131,2022-02-12,6592.856796954411,Company_1051,www.company1051.com,4,0
1017,1029,9994.723531935999,348.2641919298336,2022-03-07,9646.459340006166,Company_1029,www.company1029.com,1,1
1038,1078,1433.9083497450042,180.5248431289733,2022-03-15,1253.383506616031,Company_1078,www.company1078.com,0,0
1024,1040,9794.567657991856,258.05509730572743,2022-03-02,9536.51256068613,Company_1040,www.company1040.com,0,0
1069,1041,4662.171646505835,115.78381315635973,2022-02-12,4546.387833349476,Company_1041,www.company1041.com,0,0
1098,1086,8836.781053035333,290.21841499473067,2022-01-25,8546.562638040603,Company_1086,www.company1086.com,0,0
1070,1011,8041.469356524462,317.2098335830653,2022-01-20,7724.259522941396,Company_1011,www.company1011.com,0,0
1086,1023,6103.14634888001,191.09989444128382,2022-02-17,5912.046454438726,Company_1023,www.company1023.com,0,0
1011,1001,7646.042883261938,485.6115388662055,2022-03-24,7160.431344395733,Company_1001,www.company1001.com,0,0
1016,1046,8906.640051712131,463.7818443748968,2022-03-28,8442.858207337234,Company_1046,www.company1046.com,1,1
1097,1021,4637.2628948592965,388.85729418236235,2022-01-24,4248.405600676934,Company_1021,www.company1021.com,1,0
1073,1090,3943.298454069148,313.35465150614505,2022-01-11,3629.9438025630034,Company_1090,www.company1090.com,0,0
1059,1036,7008.340470072262,447.98766385907396,2022-04-08,6560.352806213188,Company_1036,www.company1036.com,2,1
1070,1054,8270.613477471326,152.26093752938516,2022-02-24,8118.352539941941,Company_1054,www.company1054.com,3,0
1080,1087,7860.566212989542,416.203917709954,2022-01-28,7444.362295279588,Company_1087,www.company1087.com,2,1
1093,1057,8180.322839727711,149.92832558673933,2022-03-10,8030.394514140971,Company_1057,www.company1057.com,0,0
1003,1001,4920.249833316397,417.68426501976217,2022-03-04,4502.565568296634,Company_1001,www.company1001.com,0,0
1020,1063,8360.507945575195,210.30702730054279,2022-02-28,8150.200918274652,Company_1063,www.company1063.com,2,1
1059,1054,2081.881498335476,450.8362324072756,2022-01-05,1631.0452659282005,Company_1054,www.company1054.com,3,1
1036,1055,5900.4018816476455,477.61683753015916,2022-02-20,5422.785044117486,Company_1055,www.company1055.com,1,0
1019,1040,1051.8279444830941,159.51838776204625,2022-01-21,892.3095567210479,Company_1040,www.company1040.com,0,0
1090,1015,3921.2724691024328,285.0702420261574,2022-01-12,3636.2022270762754,Company_1015,www.company1015.com,0,0
1067,1021,4298.153813842581,492.39495126507404,2022-02-19,3805.758862577507,Company_1021,www.company1021.com,1,1
1019,1047,4565.554224483299,293.3629743892586,2022-01-04,4272.19125009404,Company_1047,www.company1047.com,0,0
1020,1073,7259.20486020876,445.41900900581805,2022-02-11,6813.785851202942,Company_1073,www.company1073.com,0,0
1096,1053,4497.022911433111,335.49260885252795,2022-03-25,4161.530302580583,Company_1053,www.company1053.com,3,1
1071,1009,5038.2426036027755,250.13196316784075,2022-02-07,4788.110640434935,Company_1009,www.company1009.com,1,0
1052,1074,3137.897177868947,214.31342221034808,2022-01-25,2923.583755658599,Company_1074,www.company1074.com,2,0
1033,1052,4359.266124664061,181.2892364344349,2022-01-14,4177.976888229626,Company_1052,www.company1052.com,2,1
1040,1057,3045.426645368363,404.7192765510789,2022-03-16,2640.707368817284,Company_1057,www.company1057.com,0,0
1039,1026,1658.7633139159927,254.61620272921115,2022-02-01,1404.1471111867816,Company_1026,www.company1026.com,2,0
1082,1041,6431.037340432401,304.51018488030047,2022-01-11,6126.5271555521,Company_1041,www.company1041.com,0,0
1001,1035,7013.9151869951465,296.93019200047274,2022-03-02,6716.984994994674,Company_1035,www.company1035.com,4,1
1011,1063,6575.41311408653,330.9116116932525,2022-01-18,6244.501502393277,Company_1063,www.company1063.com,2,1
1092,1025,5171.446394205152,446.23085824982087,2022-01-27,4725.215535955331,Company_1025,www.company1025.com,0,0
1057,1090,4418.0720216130685,492.29573743337176,2022-02-24,3925.7762841796966,Company_1090,www.company1090.com,0,0
1089,1075,8770.002846146426,263.0336834295268,2022-02-23,8506.9691627169,Company_1075,www.company1075.com,2,0
1050,1038,5671.7360662259625,431.0075688425212,2022-03-23,5240.728497383441,Company_1038,www.company1038.com,0,0
1023,1002,5312.636898667579,405.81111786188706,2022-03-28,4906.8257808056915,Company_1002,www.company1002.com,4,1
1031,1007,1230.7785922579212,329.4115805822293,2022-03-16,901.3670116756919,Company_1007,www.company1007.com,0,0
1094,1082,4071.2304486354074,482.41885744477327,2022-01-21,3588.8115911906343,Company_1082,www.company1082.com,1,0
1042,1091,4421.760569072713,180.18980621136112,2022-02-13,4241.570762861352,Company_1091,www.company1091.com,0,0
1099,1034,4589.405028072104,143.70568412384856,2022-01-05,4445.699343948256,Company_1034,www.company1034.com,3,1
1007,1091,6221.551323045991,441.58478678216886,2022-03-28,5779.9665362638225,Company_1091,www.company1091.com,0,0
1016,1017,5802.422920541906,275.6599266534993,2022-02-10,5526.7629938884065,Company_1017,www.company1017.com,0,0
1090,1043,6471.145835141002,438.7875416828242,2022-02-28,6032.358293458177,Company_1043,www.company1043.com,0,0
1060,1059,7883.949353879155,457.23608207816596,2022-03-30,7426.713271800989,Company_1059,www.company1059.com,0,0
1002,1051,8316.871648444841,124.98303744762858,2022-02-23,8191.888610997213,Company_1051,www.company1051.com,4,0
1001,1054,7463.10768603845,453.38590519442425,2022-03-15,7009.7217808440255,Company_1054,www.company1054.com,3,1
1048,1024,9599.713263594413,279.32762214776886,2022-01-22,9320.385641446645,Company_1024,www.company1024.com,0,0
1012,1025,1164.0932440872548,304.1729956016929,2022-03-24,859.9202484855618,Company_1025,www.company1025.com,0,0
1069,1071,2762.0018711519147,350.6370044372841,2022-03-06,2411.364866714631,Company_1071,www.company1071.com,2,1
1037,1052,1068.065874803279,470.5530426920347,2022-03-05,597.5128321112443,Company_1052,www.company1052.com,2,1
1032,1070,6827.272427391427,107.64643777190561,2022-03-12,6719.6259896195215,Company_1070,www.company1070.com,4,1
1009,1088,9082.274940549882,290.73738732712684,2022-01-04,8791.537553222755,Company_1088,www.company1088.com,1,0
1099,1033,3191.3406691866935,375.08881697222427,2022-03-06,2816.251852214469,Company_1033,www.company1033.com,0,0
1019,1049,9343.310903166759,389.0827830792914,2022-01-15,8954.228120087468,Company_1049,www.company1049.com,1,1
1048,1029,1542.4065126060477,377.0129726148432,2022-03-17,1165.3935399912045,Company_1029,www.company1029.com,1,0
1080,1063,9409.924241249628,153.77405176324874,2022-01-22,9256.15018948638,Company_1063,www.company1063.com,2,1
1003,1022,4164.60418515671,219.75823534867249,2022-03-27,3944.8459498080374,Company_1022,www.company1022.com,0,0
1020,1026,1912.7874560429486,243.4862101668054,2022-02-16,1669.3012458761432,Company_1026,www.company1026.com,2,1
1024,1028,5372.8458326769305,421.774883071802,2022-03-22,4951.070949605129,Company_1028,www.company1028.com,1,1
1054,1085,3310.9891094845716,211.50394896582122,2022-04-03,3099.4851605187505,Company_1085,www.company1085.com,0,0
1033,1049,3563.8561176573053,184.28198554688126,2022-02-15,3379.574132110424,Company_1049,www.company1049.com,1,1
1024,1071,3765.609684336579,482.97920761523847,2022-01-14,3282.6304767213405,Company_1071,www.company1071.com,2,1
1075,1081,8227.23308049397,103.54531404538756,2022-02-19,8123.687766448583,Company_1081,www.company1081.com,3,0
1072,1084,5852.45149007729,499.12834227279126,2022-01-20,5353.323147804499,Company_1084,www.company1084.com,0,0
1036,1049,3801.769292404033,370.7285195429582,2022-02-19,3431.040772861075,Company_1049,www.company1049.com,1,0
1038,1020,6493.004049798265,431.38771977964683,2022-02-02,6061.616330018619,Company_1020,www.company1020.com,0,0
1084,1086,7445.356068008742,217.84775853847725,2022-02-28,7227.508309470265,Company_1086,www.company1086.com,0,0
1099,1092,3453.6160066018037,105.72611106682399,2022-02-12,3347.8898955349796,Company_1092,www.company1092.com,2,1
1089,1063,4721.941913728164,395.14780742461204,2022-03-20,4326.794106303551,Company_1063,www.company1063.com,2,0
1099,1061,2096.974840032528,433.6578388002703,2022-01-12,1663.3170012322576,Company_1061,www.company1061.com,0,0
1025,1049,2630.344145812123,396.19045278140766,2022-02-09,2234.153693030715,Company_1049,www.company1049.com,1,1
1093,1071,7130.060685684845,157.14011492033544,2022-01-20,6972.92057076451,Company_1071,www.company1071.com,2,0
1018,1001,2632.9451292606427,401.37116890278764,2022-04-04,2231.573960357855,Company_1001,www.company1001.com,0,0
1082,1096,5726.4704530035415,407.5691128430564,2022-02-07,5318.901340160485,Company_1096,www.company1096.com,0,0
1066,1013,7381.416355501894,363.41620626802194,2022-01-03,7018.000149233872,Company_1013,www.company1013.com,2,0
1054,1094,1961.8923078526946,406.4463731182345,2022-01-28,1555.44593473446,Company_1094,www.company1094.com,1,0
1035,1087,6105.809976660132,438.36857587109284,2022-02-25,5667.441400789039,Company_1087,www.company1087.com,2,0
1080,1051,3309.065053312274,345.4416456949834,2022-03-31,2963.6234076172905,Company_1051,www.company1051.com,4,1
1061,1056,9666.341877138218,135.44188558787164,2022-04-04,9530.899991550346,Company_1056,www.company1056.com,3,1
1041,1083,5351.910820479323,295.0511238668843,2022-01-13,5056.859696612439,Company_1083,www.company1083.com,0,0
1100,1062,8253.932947976424,131.059733868642,2022-03-18,8122.873214107782,Company_1062,www.company1062.com,0,0
1033,1032,5952.038879406356,263.01721241297236,2022-03-07,5689.021666993383,Company_1032,www.company1032.com,0,0
1068,1030,1390.7127956933725,262.84259565025104,2022-02-06,1127.8702000431215,Company_1030,www.company1030.com,0,0
1033,1029,6698.3623803462015,126.40393765609663,2022-02-18,6571.958442690105,Company_1029,www.company1029.com,1,1
1014,1049,9562.630079859913,239.52821358779173,2022-03-07,9323.101866272122,Company_1049,www.company1049.com,1,1
1021,1045,6414.506381316981,144.39923951652594,2022-02-05,6270.107141800455,Company_1045,www.company1045.com,0,0
1048,1093,8372.699734841111,423.29408400368885,2022-02-23,7949.405650837422,Company_1093,www.company1093.com,2,0
1020,1030,8957.85817013567,479.0752103857883,2022-01-26,8478.782959749882,Company_1030,www.company1030.com,0,0
1008,1016,3052.7179475403923,128.92659010317544,2022-03-16,2923.791357437217,Company_1016,www.company1016.com,0,0
1007,1040,2908.40355917404,482.0460829166806,2022-03-13,2426.3574762573594,Company_1040,www.company1040.com,0,0
1067,1019,6498.828899658925,309.03063973469807,2022-02-09,6189.798259924228,Company_1019,www.company1019.com,0,0
1017,1018,4699.256228260342,219.82627118154957,2022-02-12,4479.4299570787925,Company_1018,www.company1018.com,1,1
1033,1001,8558.751725800483,130.74483011046541,2022-01-22,8428.006895690018,Company_1001,www.company1001.com,0,0
1048,1078,9100.2081105821,300.24970722816715,2022-01-20,8799.958403353932,Company_1078,www.company1078.com,0,0
1076,1047,4180.792413724463,417.80621779629945,2022-01-08,3762.9861959281634,Company_1047,www.company1047.com,0,0
1059,1066,3131.8350307703386,382.83459090667924,2022-01-29,2749.0004398636593,Company_1066,www.company1066.com,1,1
1086,1092,8024.729637194757,120.09040458558951,2022-02-09,7904.639232609167,Company_1092,www.company1092.com,2,1
1022,1094,3473.254319933225,129.1607341471614,2022-03-31,3344.0935857860636,Company_1094,www.company1094.com,1,1
1030,1038,8403.528866623106,261.14931305305487,2022-01-30,8142.379553570051,Company_1038,www.company1038.com,0,0
1038,1051,4813.644282838865,218.1161976191773,2022-03-22,4595.528085219688,Company_1051,www.company1051.com,4,1
1051,1063,7007.949093623234,192.95372922241913,2022-03-25,6814.995364400815,Company_1063,www.company1063.com,2,0
1054,1004,1859.8178245120137,212.40179956348544,2022-02-24,1647.4160249485283,Company_1004,www.company1004.com,1,0
1008,1001,6614.733922089157,421.39309731875386,2022-01-16,6193.340824770404,Company_1001,www.company1001.com,0,0
1027,1008,5065.909108635062,471.69122145274156,2022-02-15,4594.21788718232,Company_1008,www.company1008.com,3,1
1027,1029,6279.476168579267,262.0410778110266,2022-03-03,6017.435090768241,Company_1029,www.company1029.com,1,1
1098,1055,2512.1278697037706,462.44440085299885,2022-01-07,2049.6834688507715,Company_1055,www.company1055.com,1,1
1021,1003,7631.863704497639,228.5982804991528,2022-03-21,7403.265423998487,Company_1003,www.company1003.com,2,0
1030,1032,8765.173697889057,290.57479453751665,2022-02-14,8474.59890335154,Company_1032,www.company1032.com,0,0
1097,1010,2950.6582008169808,190.4115991263999,2022-02-28,2760.246601690581,Company_1010,www.company1010.com,2,0
1028,1074,1861.4309996814554,356.1904168703376,2022-02-25,1505.2405828111177,Company_1074,www.company1074.com,2,0
1064,1083,1212.7472744170275,491.59244606992354,2022-02-17,721.154828347104,Company_1083,www.company1083.com,0,0
1097,1034,6777.743503989394,341.39723841735145,2022-01-27,6436.346265572043,Company_1034,www.company1034.com,3,0
1069,1097,6463.846324799027,243.12563364541955,2022-02-22,6220.720691153607,Company_1097,www.company1097.com,1,1
1061,1087,5920.27671442663,359.12697839621137,2022-03-28,5561.149736030418,Company_1087,www.company1087.com,2,1
1048,1055,3087.5238650437786,149.16827138615503,2022-03-29,2938.3555936576236,Company_1055,www.company1055.com,1,0
1019,1092,4518.153963149632,455.4636321061595,2022-03-14,4062.6903310434723,Company_1092,www.company1092.com,2,1
1004,1032,6350.287016675557,301.23358031193453,2022-02-04,6049.0534363636225,Company_1032,www.company1032.com,0,0
1035,1050,5470.9017297325245,279.7398968158568,2022-02-20,5191.161832916668,Company_1050,www.company1050.com,0,0
1064,1007,9890.069681933986,334.3459153814077,2022-03-25,9555.723766552579,Company_1007,www.company1007.com,0,0
1049,1093,2227.957773010598,349.913545115761,2022-02-06,1878.044227894837,Company_1093,www.company1093.com,2,0
1017,1008,7256.300986428344,128.71032249060522,2022-03-22,7127.590663937739,Company_1008,www.company1008.com,3,1
1044,1065,4638.868912938629,373.046888489361,2022-04-05,4265.822024449269,Company_1065,www.company1065.com,0,0
1092,1057,4853.796534330533,196.77267212621183,2022-02-26,4657.023862204322,Company_1057,www.company1057.com,0,0
1030,1067,7458.379890923586,385.58105300263594,2022-01-08,7072.79883792095,Company_1067,www.company1067.com,0,0
1093,1088,7231.925361919327,429.0139177536787,2022-03-20,6802.911444165648,Company_1088,www.company1088.com,1,0
1046,1087,9921.303943319695,421.5834030210081,2022-04-05,9499.720540298687,Company_1087,www.company1087.com,2,0
1006,1059,2155.5486050871273,321.0003869631556,2022-04-04,1834.5482181239718,Company_1059,www.company1059.com,0,0
1099,1072,1936.986844457497,308.06795692430046,2022-01-20,1628.9188875331965,Company_1072,www.company1072.com,0,0
1037,1054,7519.04935415867,157.1503845357647,2022-02-22,7361.8989696229055,Company_1054,www.company1054.com,3,1
1024,1067,6205.482253057682,410.1384601612542,2022-01-12,5795.343792896428,Company_1067,www.company1067.com,0,0
1093,1051,3467.445999038253,208.56375217868575,2022-02-18,3258.882246859567,Company_1051,www.company1051.com,4,0
1046,1097,1714.7743209008795,298.6781691271786,2022-01-17,1416.096151773701,Company_1097,www.company1097.com,1,0
1053,1092,1770.9242463678747,213.70963717100668,2022-03-05,1557.214609196868,Company_1092,www.company1092.com,2,0
1095,1008,9047.717871977065,153.53134519987725,2022-02-11,8894.186526777188,Company_1008,www.company1008.com,3,0
1099,1034,2726.8059224686863,351.82307875669466,2022-04-04,2374.982843711992,Company_1034,www.company1034.com,3,1
1060,1035,3910.3440590396867,121.73281392916154,2022-01-29,3788.611245110525,Company_1035,www.company1035.com,4,1
1097,1096,3039.907620042892,399.45809365048,2022-01-19,2640.4495263924123,Company_1096,www.company1096.com,0,0
1063,1088,4194.966752487436,227.03471810444665,2022-01-11,3967.932034382989,Company_1088,www.company1088.com,1,0
1085,1078,1624.8145847148403,100.05387720179412,2022-04-08,1524.760707513046,Company_1078,www.company1078.com,0,0
1032,1032,5671.538118174433,304.45165569489194,2022-02-19,5367.086462479541,Company_1032,www.company1032.com,0,0
1087,1046,1608.5130723299342,118.74076341104126,2022-03-12,1489.772308918893,Company_1046,www.company1046.com,1,0
1033,1016,8203.208570401253,210.46782312835978,2022-02-27,7992.740747272894,Company_1016,www.company1016.com,0,0
1067,1068,3103.408737193897,382.79059498228645,2022-02-03,2720.6181422116106,Company_1068,www.company1068.com,2,1
1018,1037,5860.107231440596,125.07584864874634,2022-01-20,5735.031382791849,Company_1037,www.company1037.com,0,0
1025,1054,8920.711788053124,435.73539694240094,2022-02-19,8484.976391110724,Company_1054,www.company1054.com,3,1
1095,1085,6857.896321424748,101.52796906343325,2022-03-29,6756.3683523613145,Company_1085,www.company1085.com,0,0
1054,1014,5796.620078962018,198.7295476807609,2022-01-10,5597.890531281257,Company_1014,www.company1014.com,0,0
1058,1095,3919.0037780383805,396.3616224608286,2022-02-01,3522.642155577552,Company_1095,www.company1095.com,2,1
1067,1055,3997.0172175237813,226.50805989172272,2022-02-21,3770.5091576320583,Company_1055,www.company1055.com,1,1
1046,1048,7025.382596783711,140.7569552264054,2022-01-15,6884.625641557305,Company_1048,www.company1048.com,1,0
1024,1082,9947.254250990507,244.09356752017115,2022-03-25,9703.160683470336,Company_1082,www.company1082.com,1,1
1032,1007,6956.552708644407,208.1573145538102,2022-01-03,6748.395394090597,Company_1007,www.company1007.com,0,0
1047,1074,6020.050756330224,437.08476086422195,2022-02-06,5582.965995466003,Company_1074,www.company1074.com,2,1
1086,1007,7575.854592153215,225.33916703405725,2022-02-09,7350.515425119158,Company_1007,www.company1007.com,0,0
1023,1033,5186.850510553463,415.5729887104029,2022-03-13,4771.277521843061,Company_1033,www.company1033.com,0,0
1066,1023,1541.281083407067,456.7488579242939,2022-02-09,1084.5322254827731,Company_1023,www.company1023.com,0,0
1027,1085,6060.671342901188,273.5269678306118,2022-02-25,5787.144375070576,Company_1085,www.company1085.com,0,0
1002,1019,9618.627560548422,463.9772575417568,2022-01-23,9154.650303006665,Company_1019,www.company1019.com,0,0
1090,1019,2577.726481218937,250.92722158527715,2022-01-11,2326.79925963366,Company_1019,www.company1019.com,0,0
1017,1036,7210.0440173859915,485.6313665960433,2022-03-05,6724.412650789948,Company_1036,www.company1036.com,2,1
1033,1029,2808.403197931508,135.71580981022916,2022-01-08,2672.687388121279,Company_1029,www.company1029.com,1,1
1009,1060,5822.449160257732,374.80770660129707,2022-04-03,5447.641453656434,Company_1060,www.company1060.com,0,0
1043,1082,1870.0880468204766,297.52561618277144,2022-04-04,1572.5624306377051,Company_1082,www.company1082.com,1,1
